ID,AverageMass,AreaInSquaredPixels,Roundness
575,4.5214,24048.5,0.8102
576,4.5221,21982.0,0.7845
577,3.5087,15265.0,0.8545
578,3.5081,15052.5,0.856
579,3.5059,14862.0,0.8649
580,3.5017,18248.5,0.836
581,3.5051,18050.5,0.8116
582,3.5048,17609.0,0.8132
583,3.5039,18068.0,0.8326
584,3.5046,18198.0,0.8366
585,3.5038,17973.5,0.7816
586,3.5036,18000.5,0.8336
587,3.5032,17852.5,0.8221
588,3.5023,17471.5,0.8377
589,3.5018,17644.0,0.7995
590,4.9498,20261.0,0.8772
591,4.9519,20042.0,0.8746
592,4.9504,19868.0,0.8778
593,4.9499,20057.5,0.8702
594,4.9494,24407.5,0.8177
595,4.9478,23825.5,0.8078
596,4.9486,23926.0,0.8118
597,4.9488,23716.0,0.8043
598,4.9488,23916.5,0.8087
599,4.9482,23419.0,0.8106
600,4.9478,23215.0,0.8179
601,3.5437,15166.5,0.8457
602,3.5452,15273.5,0.8673
603,3.543,18991.5,0.8103
604,3.5439,18841.5,0.7838
605,3.542,18968.5,0.79
606,3.5434,18900.0,0.8206
607,3.5431,18638.5,0.8177
608,3.5403,18236.5,0.8121
609,3.5422,17974.5,0.773
610,3.5417,18947.5,0.779
611,5.0581,19812.5,0.8382
612,5.0584,19969.5,0.8662
613,5.0575,20192.5,0.8573
614,5.0572,20180.5,0.8538
615,5.057,20065.0,0.8629
616,5.0569,22498.0,0.8179
617,5.0553,24168.5,0.8082
618,5.0553,23794.0,0.81
619,5.0544,24076.0,0.8147
620,5.0522,24268.0,0.819
621,5.0524,23685.5,0.8119
622,5.0524,23605.0,0.8107
623,5.0514,23618.0,0.821
624,5.0511,23486.0,0.7853
625,5.0511,23244.5,0.8007
626,5.0517,23443.0,0.8088
627,5.051,23511.0,0.8058
628,5.0498,23352.0,0.7933
629,3.4782,16455.0,0.8497
630,3.4761,16203.0,0.8765
631,3.4779,16318.0,0.8519
632,3.4773,18331.5,0.8219
633,3.4783,17840.5,0.837
634,3.4778,18424.5,0.8068
635,3.4775,18845.5,0.7539
636,3.4772,18774.5,0.7556
637,3.4762,18494.5,0.7791
638,3.4757,18212.5,0.7804
639,3.4764,18571.5,0.8068
640,3.4759,18644.5,0.8135
641,3.4755,18448.5,0.7491
642,3.4753,18246.5,0.7677
643,3.4746,18091.5,0.8017
644,3.475,18086.0,0.7987
645,3.4745,17904.0,0.8062
646,4.0505,18077.5,0.8625
647,4.0521,17774.0,0.85
648,4.0509,17827.5,0.8552
649,4.0518,21258.5,0.7969
650,4.0516,20843.0,0.7988
651,4.0513,20608.0,0.806
652,4.0499,20972.0,0.8035
653,4.0505,20541.0,0.7989
654,4.0506,20723.0,0.7921
655,2.6977,13258.5,0.8589
656,2.6972,13266.0,0.852
657,2.6974,15090.0,0.831
658,2.6972,15155.0,0.8333
659,2.6961,14989.0,0.853
660,2.697,15004.0,0.8523
661,2.6968,14875.0,0.846
662,2.697,15245.5,0.8416
663,2.6962,14966.0,0.8337
664,2.6931,14573.5,0.8485
665,6.1317,22731.0,0.8513
666,6.1325,23103.5,0.8388
667,6.1313,23569.5,0.8567
668,6.1306,22881.0,0.8458
669,6.1282,22594.5,0.8475
670,6.1291,23376.0,0.8442
671,6.1286,29273.0,0.7651
672,6.1284,28620.5,0.7568
673,6.1285,28992.5,0.7595
674,6.1281,28109.0,0.7954
675,6.1253,27996.5,0.7952
676,6.1248,30648.5,0.7888
677,5.2807,20553.5,0.8775
678,5.2788,20702.0,0.8465
679,5.2788,21223.0,0.8532
680,5.2771,20782.5,0.8639
681,5.2746,24609.5,0.8062
682,5.2698,23995.0,0.8203
683,5.2685,22801.0,0.7868
684,4.639,18638.0,0.8499
685,4.6407,18594.5,0.8498
686,4.6409,18561.5,0.8516
687,4.6359,18704.5,0.8566
688,4.6367,18598.0,0.8591
689,4.6358,18662.5,0.8482
690,4.6346,22647.5,0.7715
691,4.6337,22268.0,0.7885
692,4.6342,22146.5,0.7825
693,4.6342,22119.0,0.7776
694,4.6352,18456.0,0.8518
695,4.6344,23523.0,0.7818
696,4.6328,23294.5,0.7923
697,4.6317,23120.0,0.7849
698,4.6278,23246.0,0.7803
699,4.962,19689.0,0.8668
700,4.9651,19492.5,0.8627
701,4.9661,19846.0,0.8656
702,4.9634,24086.0,0.8016
703,4.9666,23823.0,0.8104
704,4.9637,23934.5,0.8026
705,4.9621,23905.5,0.8185
706,4.9628,23599.5,0.8018
707,3.0221,17585.0,0.8542
708,3.0208,17428.5,0.8435
709,3.0234,17680.0,0.846
710,3.0211,18449.5,0.8253
711,4.5372,18792.0,0.8526
712,4.5397,18843.5,0.8575
713,4.5397,18847.0,0.8498
714,4.5417,18719.5,0.8632
