ID,AverageMass,AreaInSquaredPixels,Roundness
173,36.2257,50508.5,0.746
174,36.225,51464.5,0.769
175,36.2234,48589.5,0.7458
176,36.2221,51307.0,0.7567
177,22.132,30509.5,0.6628
178,22.1315,30546.0,0.7797
179,22.1307,30258.0,0.7596
180,22.1301,28707.0,0.7384
181,22.1296,29388.0,0.69
182,22.1273,32051.5,0.6654
183,22.1277,31679.0,0.6053
184,22.1279,31761.0,0.5832
185,22.128,31081.5,0.6535
186,22.1243,31331.5,0.6461
187,20.3642,29568.0,0.5739
188,20.3633,28701.5,0.5724
189,20.3629,30136.0,0.5786
190,20.3616,29631.0,0.5613
191,20.3617,28328.5,0.4936
192,20.3606,28808.5,0.5929
193,20.3585,27407.0,0.64
194,20.3592,30400.0,0.6435
195,20.3566,107.5,0.6576
196,20.3574,28694.0,0.5983
197,29.4447,35138.5,0.7683
198,29.445,35034.5,0.6709
199,29.445,35381.5,0.6657
200,29.443,35342.0,0.6587
201,29.4418,33916.0,0.7559
202,29.4403,35983.5,0.6748
203,29.4386,34423.0,0.6449
204,29.4386,32934.0,0.6622
205,29.4369,36015.0,0.6868
206,29.4342,33467.5,0.6617
207,29.4341,36122.5,0.635
208,29.4319,38666.5,0.5553
209,29.4325,34905.5,0.5714
210,19.1606,32098.0,0.6767
211,19.1564,31371.5,0.6892
212,19.1565,32539.0,0.672
213,19.1541,27444.5,0.7662
214,19.1518,28221.5,0.6835
215,19.1483,28867.0,0.5887
216,19.1474,31361.5,0.6231
217,19.1457,31992.0,0.7396
218,19.1411,30979.5,0.6346
219,19.1397,29967.0,0.7035
220,17.7942,30862.0,0.641
221,17.7934,30309.5,0.5242
222,17.7918,30648.0,0.6023
223,17.7908,30068.5,0.6171
224,17.79,30258.0,0.6596
225,17.7877,30168.0,0.6118
226,17.7892,30371.0,0.6415
227,17.79,30241.5,0.6018
228,17.79,29479.5,0.5915
229,17.7892,30966.5,0.553
230,16.4327,24717.0,0.6283
231,16.4306,24753.5,0.6771
232,16.4292,24260.0,0.7213
233,16.4287,25336.5,0.6688
234,16.4286,24259.0,0.6746
235,16.4285,26161.0,0.7176
236,16.4303,25169.0,0.7054
237,16.4274,25221.0,0.6083
238,16.4268,25459.0,0.6947
239,16.424,26210.0,0.7282
240,16.4233,25880.5,0.7146
241,16.4878,25176.5,0.7859
242,16.4855,23697.5,0.735
243,16.4851,23909.5,0.7438
244,16.4857,24243.5,0.7311
245,16.4847,24241.0,0.7098
246,16.4844,23243.0,0.692
247,16.4829,23953.5,0.7095
